fileName,colName,fine_grained_label
actorfilms_89.csv,Rating,Rating_Actor
actorfilms_12.csv,Votes,Votes_Actor
actorfilms_14.csv,Votes,Votes_Actor
actorfilms_160.csv,Votes,Votes_Actor
actorfilms_182.csv,Votes,Votes_Actor
actorfilms_190.csv,Votes,Votes_Actor
actorfilms_191.csv,Votes,Votes_Actor
actorfilms_21.csv,Votes,Votes_Actor
actorfilms_223.csv,Votes,Votes_Actor
actorfilms_238.csv,Votes,Votes_Actor
actorfilms_254.csv,Votes,Votes_Actor
actorfilms_291.csv,Votes,Votes_Actor
actorfilms_296.csv,Votes,Votes_Actor
actorfilms_301.csv,Votes,Votes_Actor
actorfilms_306.csv,Votes,Votes_Actor
actorfilms_308.csv,Votes,Votes_Actor
actorfilms_383.csv,Votes,Votes_Actor
actorfilms_71.csv,Votes,Votes_Actor
actorfilms_89.csv,Votes,Votes_Actor
actorfilms_12.csv,Year,Year_Actor
actorfilms_14.csv,Year,Year_Actor
actorfilms_160.csv,Year,Year_Actor
actorfilms_182.csv,Year,Year_Actor
actorfilms_190.csv,Year,Year_Actor
actorfilms_191.csv,Year,Year_Actor
actorfilms_21.csv,Year,Year_Actor
actorfilms_223.csv,Year,Year_Actor
actorfilms_238.csv,Year,Year_Actor
actorfilms_254.csv,Year,Year_Actor
actorfilms_291.csv,Year,Year_Actor
actorfilms_296.csv,Year,Year_Actor
actorfilms_301.csv,Year,Year_Actor
actorfilms_306.csv,Year,Year_Actor
actorfilms_308.csv,Year,Year_Actor
actorfilms_383.csv,Year,Year_Actor
actorfilms_71.csv,Year,Year_Actor
actorfilms_89.csv,Year,Year_Actor
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ???????? (????????),#NAME?
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ?????????,#NAME?
AdministrativeArea_karpaty.life_September2020.csv,containsplace.??????? - ???? ?? ????? ????????? ????????????? ??????? ??????????? ????. ??????? ?????????? ???? ??????? ??????????,#NAME?
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ???????,#NAME?
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.???? ????? ???????? ??? ?????????? ??????? ?? ???? ??????????, ??????? ????? ???????????? ?????????? ??????????? ?????????.",#NAME?
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.????, ??? ?????? ?????? ????????? ????? ? ????????, ????? ????????? ? ??????? ????, ???? ??? ????????? ?????????? ??? ????",#NAME?
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.?????? - ????????? ????????? ? ????????????? ??????? ?????????: ?????????? ????, ??????????? ????????, ????????????? ????.",#NAME?
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ?????,#NAME?
AdministrativeArea_karpaty.life_September2020.csv,containsplace.??? ?????????,#NAME?
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.?????? ??????, ? ??????? ????? ?????????????? ? ??????? ???????? - ?????????? ???? ??????????. ?????? ????? ????????? ????????? ??????.",#NAME?
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ???????,#NAME?
AdministrativeArea_karpaty.life_September2020.csv,containsplace.???????? - ???????-??????????????? ????? ? ???????????? ?????????. ?????? ????? ??????????? ??????????? ?????????? ????????,#NAME?
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.??? ?????????? ???? ???????? ? ???????? ????????? ?????? ? ????????? ?????????, ??????? ???????? ?????? ???? ????? ???????? ?????????.",#NAME?
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.?????? ? ????? ??????? ?????????? ??????????? ?????? ????????? ????????? ??????. ????? ????? ????????, ????? ????? ??????????? ????????, ???? ????? ?????.",#NAME?
AdministrativeArea_inyourarea.co.uk_September2020.csv,name,AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,name,AdministrativeArea
AdministrativeArea_postcode-database-nederland.nl_September2020.csv,name,AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,name,AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,name,AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,name,AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,address.addresscountry,Country_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,description,Description_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_21.csv,description,Description_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_25.csv,description,Description_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_5.csv,description,Description_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/yaremchanska-mr/yablunytsya.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/kosivskyi-rayon/kosiv.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/kosivskyi-rayon/jabluniv.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/kosivskyi-rayon/kosmach.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/verkhovynskyi-rayon/volova.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/verkhovynskyi-rayon/dzembronya.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/bogorodchanskyi-rayon/solotvyn.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/bogorodchanskyi-rayon/bohorodchany.html,Guide
AdministrativeArea_cofactor.io_September2020.csv,row_id,ID_AdministrativeArea
AdministrativeArea_inyourarea.co.uk_September2020.csv,row_id,ID_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,row_id,ID_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_21.csv,row_id,ID_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_25.csv,row_id,ID_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_5.csv,row_id,ID_AdministrativeArea
AdministrativeArea_postcode-database-nederland.nl_September2020.csv,row_id,ID_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,row_id,ID_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,row_id,ID_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,row_id,ID_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,address.addresslocality,Locality_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,address.addresslocality,Locality_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,address.addresslocality,Locality_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,address.postalcode,PostalCode_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,address.postalcode,PostalCode_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,address.postalcode,PostalCode_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,address.addressregion,Region_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,address.addressregion,Region_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,address.addressregion,Region_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,address.addressregion,Region_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,address.streetaddress,StreetAddress_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,address.streetaddress,StreetAddress_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,address.streetaddress,StreetAddress_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,telephone,Telephone_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,telephone,Telephone_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,telephone,Telephone_AdministrativeArea
AdministrativeArea_cofactor.io_September2020.csv,mainentityofpage,Website_AdministrativeArea
AdministrativeArea_cofactor.io_September2020.csv,page_url,Website_AdministrativeArea
AdministrativeArea_inyourarea.co.uk_September2020.csv,page_url,Website_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,url,Website_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,image,Website_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,page_url,Website_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_21.csv,image,Website_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_21.csv,page_url,Website_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_25.csv,image,Website_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_25.csv,page_url,Website_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_5.csv,image,Website_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_5.csv,page_url,Website_AdministrativeArea
AdministrativeArea_postcode-database-nederland.nl_September2020.csv,url,Website_AdministrativeArea
AdministrativeArea_postcode-database-nederland.nl_September2020.csv,page_url,Website_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,page_url,Website_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,page_url,Website_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,page_url,Website_AdministrativeArea
hotel_melbourne_and_metropolitan_hotels_pubs_and_publicans_132.csv,Abstract,Abstract_Hotel
Air_Traffic_Passenger_Statistics_129.csv,Activity Period,Activity Period
air-traffic-passenger-statistics-1_4.csv,Activity Period,Activity Period
Air_Traffic_Passenger_Statistics_129.csv,Activity Type Code,Activity Type Code
air-traffic-passenger-statistics-1_4.csv,Activity Type Code,Activity Type Code
CollegeOrUniversity_stupidsid.com_September2020.csv,address,Address_CollegeOrUniversity
Hospital_General_Information (2)_127.csv,Address,Address_Hospital
Hospital_General_Information (2)_129.csv,Address,Address_Hospital
Hospital_General_Information_129.csv,Address,Address_Hospital
Hospital_General_Information_130.csv,Address,Address_Hospital
Hospital_General_Information_136.csv,Address,Address_Hospital
hospital_locations_125.csv,ADDRESS,Address_Hospital
hospital_locations_135.csv,ADDRESS,Address_Hospital
hospital_locations_147.csv,ADDRESS,Address_Hospital
hospital_locations_150.csv,ADDRESS,Address_Hospital
hospital_locations_151.csv,ADDRESS,Address_Hospital
Hotel_ebookers.fr_September2020_7.csv,address,Address_Hotel
Hotel_ebookers.fr_September2020_7.csv,geo.address,Address_Hotel
Hotel_expedia.ca_September2020_1.csv,address,Address_Hotel
Hotel_expedia.co.jp_September2020_3.csv,address.name,Address_Hotel
Hotel_expedia.co.jp_September2020_5.csv,address.name,Address_Hotel
csv-1.csv,Address,Address_Pharmacy
Pharmacies_129_125_129.csv,ADDRESS,Address_Pharmacy
Pharmacies_129_125_129.csv,ADDRESS2,Address_Pharmacy
Pharmacies_129_126.csv,ADDRESS,Address_Pharmacy
Pharmacies_129_126.csv,ADDRESS2,Address_Pharmacy
Pharmacies_131_125.csv,ADDRESS,Address_Pharmacy
Pharmacies_131_125.csv,ADDRESS2,Address_Pharmacy
Pharmacies_132_126.csv,ADDRESS,Address_Pharmacy
Pharmacies_132_126.csv,ADDRESS2,Address_Pharmacy
Pharmacies_139_125_125_127.csv,ADDRESS,Address_Pharmacy
Pharmacies_139_125_125_127.csv,ADDRESS2,Address_Pharmacy
Pharmacies_150_125_125.csv,ADDRESS,Address_Pharmacy
Pharmacies_150_125_125.csv,ADDRESS2,Address_Pharmacy
Pharmacies_203.csv,ADDRESS,Address_Pharmacy
Pharmacies_203.csv,ADDRESS2,Address_Pharmacy
pharmacies-1.csv,ADDRESS,Address_Pharmacy
hotosm_usa_newyork_health_facilities_points.csv,addrfull,Address_Pharmacy
Datafiniti_Fast_Food_Restaurants_125.csv,address,Address_Restaurant
Datafiniti_Fast_Food_Restaurants_Jun19_125.csv,address,Address_Restaurant
Tokyo_Restaurant_Reviews_Tabelog_159.csv,address,Address_Restaurant
zomato_dataset_130.csv,address,Address_Restaurant
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,Address,Address_School
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,Address,Address_School
GovernmentOrganization_ritualshik.ru_September2020_4_125.csv,address,AddressLocality
GovernmentOrganization_allbiz.at_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_geste.it_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_gotopoland.eu_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_guanghong.co.th_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_ivfuture.uk_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_viralgrowth.eu_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_visitgreaterpalmsprings.com_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_visitphoenix.com_September2020.csv,address.addresslocality,AddressLocality
Air_Traffic_Passenger_Statistics_129.csv,Adjusted Activity Type Code,Adjusted Activity Type Code
Air_Traffic_Passenger_Statistics_129.csv,Adjusted Passenger Count,Adjusted Passenger Count
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,Administrator,Administrator
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,Administrator,Administrator
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,Administrator_Title,Administrator_Title
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,Administrator_Title,Administrator_Title
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,After_School_Hours,After_School_Hours
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,After_School_Hours,After_School_Hours
Airline Dataset Updated - v2_126.csv,Age,Age_Airline
Airline Dataset Updated - v2_131.csv,Age,Age_Airline
Airline Dataset Updated - v2_134.csv,Age,Age_Airline
Airline Dataset Updated - v2_137.csv,Age,Age_Airline
Airline Dataset Updated - v2_14.csv,Age,Age_Airline
Airline Dataset Updated - v2_146.csv,Age,Age_Airline
Airline Dataset Updated - v2_151.csv,Age,Age_Airline
Airline Dataset Updated - v2_16.csv,Age,Age_Airline
Airline Dataset Updated - v2_18.csv,Age,Age_Airline
Airline Dataset Updated - v2_184.csv,Age,Age_Airline
Airline Dataset Updated - v2_9.csv,Age,Age_Airline
Airline Dataset Updated_151.csv,Age,Age_Airline
Airline Dataset Updated_152.csv,Age,Age_Airline
Airline Dataset Updated_168.csv,Age,Age_Airline
Airline Dataset Updated_20.csv,Age,Age_Airline
Airline Dataset Updated_205.csv,Age,Age_Airline
Airline Dataset Updated_206.csv,Age,Age_Airline
Airline Dataset Updated_219.csv,Age,Age_Airline
Airline Dataset Updated_222.csv,Age,Age_Airline
Airline Dataset Updated_34.csv,Age,Age_Airline
Airline Dataset Updated_36.csv,Age,Age_Airline
Airline Dataset Updated_49.csv,Age,Age_Airline
Airline Dataset_145.csv,Age,Age_Airline
Airline Dataset_169.csv,Age,Age_Airline
Airline Dataset_179.csv,Age,Age_Airline
Airline Dataset_208.csv,Age,Age_Airline
Airline Dataset_22.csv,Age,Age_Airline
Airline Dataset_240.csv,Age,Age_Airline
Airline Dataset_27.csv,Age,Age_Airline
Airline Dataset_45.csv,Age,Age_Airline
Airline Dataset_47.csv,Age,Age_Airline
male_teams (2)_130.csv,starting_xi_average_age,Age_World Cup Team
male_teams (2)_130.csv,whole_team_average_age,Age_World Cup Team
male_teams (2)_142.csv,starting_xi_average_age,Age_World Cup Team
male_teams (2)_142.csv,whole_team_average_age,Age_World Cup Team
male_teams (2)_156.csv,starting_xi_average_age,Age_World Cup Team
male_teams (2)_156.csv,whole_team_average_age,Age_World Cup Team
male_teams (2)_161.csv,starting_xi_average_age,Age_World Cup Team
male_teams (2)_161.csv,whole_team_average_age,Age_World Cup Team
male_teams (2)_167.csv,starting_xi_average_age,Age_World Cup Team
male_teams (2)_167.csv,whole_team_average_age,Age_World Cup Team
male_teams (2)_183.csv,starting_xi_average_age,Age_World Cup Team
male_teams (2)_183.csv,whole_team_average_age,Age_World Cup Team
male_teams (2)_185.csv,starting_xi_average_age,Age_World Cup Team
male_teams (2)_185.csv,whole_team_average_age,Age_World Cup Team
male_teams (2)_192.csv,starting_xi_average_age,Age_World Cup Team
male_teams (2)_192.csv,whole_team_average_age,Age_World Cup Team
male_teams (2)_195.csv,starting_xi_average_age,Age_World Cup Team
male_teams (2)_195.csv,whole_team_average_age,Age_World Cup Team
male_teams (2)_234.csv,starting_xi_average_age,Age_World Cup Team
male_teams (2)_234.csv,whole_team_average_age,Age_World Cup Team
male_teams (2)_235.csv,starting_xi_average_age,Age_World Cup Team
male_teams (2)_235.csv,whole_team_average_age,Age_World Cup Team
male_teams (2)_248.csv,starting_xi_average_age,Age_World Cup Team
male_teams (2)_248.csv,whole_team_average_age,Age_World Cup Team
SportsTeam_World Cup Team_male_teams_126.csv,starting_xi_average_age,Age_World Cup Team
SportsTeam_World Cup Team_male_teams_126.csv,whole_team_average_age,Age_World Cup Team
SportsTeam_World Cup Team_male_teams_129.csv,starting_xi_average_age,Age_World Cup Team
SportsTeam_World Cup Team_male_teams_129.csv,whole_team_average_age,Age_World Cup Team
DYCD_after-school_programs__Neighborhood_Development_Area__NDA__Family_Support_125_125_125_125_125_125.csv,AGENCY,AGENCY
DYCD_after-school_programs__Neighborhood_Development_Area__NDA__Family_Support_125_125_125_125_125_126.csv,AGENCY,AGENCY
DYCD_after-school_programs__Neighborhood_Development_Area__NDA__Family_Support_125_125_125_125_126.csv,AGENCY,AGENCY
male_teams (2)_130.csv,def_defence_aggression,Aggression_World Cup Team
male_teams (2)_142.csv,def_defence_aggression,Aggression_World Cup Team
male_teams (2)_156.csv,def_defence_aggression,Aggression_World Cup Team
male_teams (2)_161.csv,def_defence_aggression,Aggression_World Cup Team
male_teams (2)_167.csv,def_defence_aggression,Aggression_World Cup Team
male_teams (2)_183.csv,def_defence_aggression,Aggression_World Cup Team
male_teams (2)_185.csv,def_defence_aggression,Aggression_World Cup Team
male_teams (2)_192.csv,def_defence_aggression,Aggression_World Cup Team
male_teams (2)_195.csv,def_defence_aggression,Aggression_World Cup Team
male_teams (2)_234.csv,def_defence_aggression,Aggression_World Cup Team
male_teams (2)_235.csv,def_defence_aggression,Aggression_World Cup Team
male_teams (2)_248.csv,def_defence_aggression,Aggression_World Cup Team
SportsTeam_World Cup Team_male_teams_126.csv,def_defence_aggression,Aggression_World Cup Team
SportsTeam_World Cup Team_male_teams_129.csv,def_defence_aggression,Aggression_World Cup Team
Air_Traffic_Passenger_Statistics_129.csv,Operating Airline,Airline
Air_Traffic_Passenger_Statistics_129.csv,Published Airline,Airline
air-traffic-passenger-statistics-1_4.csv,Operating Airline,Airline
air-traffic-passenger-statistics-1_4.csv,Published Airline,Airline
Airline Dataset Updated - v2_126.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_131.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_134.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_137.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_14.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_146.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_151.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_16.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_18.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_184.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_9.csv,Arrival Airport,Airport code
Airline Dataset Updated_151.csv,Arrival Airport,Airport code
Airline Dataset Updated_152.csv,Arrival Airport,Airport code
Airline Dataset Updated_168.csv,Arrival Airport,Airport code
Airline Dataset Updated_20.csv,Arrival Airport,Airport code
Airline Dataset Updated_205.csv,Arrival Airport,Airport code
Airline Dataset Updated_206.csv,Arrival Airport,Airport code
Airline Dataset Updated_219.csv,Arrival Airport,Airport code
Airline Dataset Updated_222.csv,Arrival Airport,Airport code
Airline Dataset Updated_34.csv,Arrival Airport,Airport code
Airline Dataset Updated_36.csv,Arrival Airport,Airport code
Airline Dataset Updated_49.csv,Arrival Airport,Airport code
Airline Dataset_145.csv,Arrival Airport,Airport code
Airline Dataset_169.csv,Arrival Airport,Airport code
Airline Dataset_179.csv,Arrival Airport,Airport code
Airline Dataset_208.csv,Arrival Airport,Airport code
Airline Dataset_22.csv,Arrival Airport,Airport code
Airline Dataset_240.csv,Arrival Airport,Airport code
Airline Dataset_27.csv,Arrival Airport,Airport code
Airline Dataset_45.csv,Arrival Airport,Airport code
Airline Dataset_47.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_126.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_131.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_134.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_137.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_14.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_146.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_151.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_16.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_18.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_184.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_9.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_151.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_152.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_168.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_20.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_205.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_206.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_219.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_222.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_34.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_36.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_49.csv,Airport Continent,Airport Continent Code
Airline Dataset_145.csv,Airport Continent,Airport Continent Code
Airline Dataset_169.csv,Airport Continent,Airport Continent Code
Airline Dataset_179.csv,Airport Continent,Airport Continent Code
Airline Dataset_208.csv,Airport Continent,Airport Continent Code
Airline Dataset_22.csv,Airport Continent,Airport Continent Code
Airline Dataset_240.csv,Airport Continent,Airport Continent Code
Airline Dataset_27.csv,Airport Continent,Airport Continent Code
Airline Dataset_45.csv,Airport Continent,Airport Continent Code
Airline Dataset_47.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_126.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_131.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_134.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_137.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_14.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_146.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_151.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_16.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_18.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_184.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_9.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_151.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_152.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_168.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_20.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_205.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_206.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_219.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_222.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_34.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_36.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_49.csv,Airport Country Code,Airport Country Code
Airline Dataset_145.csv,Airport Country Code,Airport Country Code
Airline Dataset_169.csv,Airport Country Code,Airport Country Code
Airline Dataset_179.csv,Airport Country Code,Airport Country Code
Airline Dataset_208.csv,Airport Country Code,Airport Country Code
Airline Dataset_22.csv,Airport Country Code,Airport Country Code
Airline Dataset_240.csv,Airport Country Code,Airport Country Code
Airline Dataset_27.csv,Airport Country Code,Airport Country Code
Airline Dataset_45.csv,Airport Country Code,Airport Country Code
Airline Dataset_47.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_126.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_131.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_134.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_137.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_14.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_146.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_151.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_16.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_18.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_184.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_9.csv,Airport Name,Airport Name
Airline Dataset Updated_151.csv,Airport Name,Airport Name
Airline Dataset Updated_152.csv,Airport Name,Airport Name
Airline Dataset Updated_168.csv,Airport Name,Airport Name
Airline Dataset Updated_20.csv,Airport Name,Airport Name
Airline Dataset Updated_205.csv,Airport Name,Airport Name
