fileName,colName,ColumnLabel
actorfilms_182.csv,Votes,Votes
actorfilms_190.csv,Votes,Votes
actorfilms_191.csv,Votes,Votes
actorfilms_21.csv,Votes,Votes
actorfilms_223.csv,Votes,Votes
actorfilms_238.csv,Votes,Votes
actorfilms_254.csv,Votes,Votes
actorfilms_291.csv,Votes,Votes
actorfilms_296.csv,Votes,Votes
actorfilms_301.csv,Votes,Votes
actorfilms_306.csv,Votes,Votes
actorfilms_308.csv,Votes,Votes
actorfilms_383.csv,Votes,Votes
actorfilms_71.csv,Votes,Votes
actorfilms_89.csv,Votes,Votes
actorfilms_12.csv,Year,Year
actorfilms_14.csv,Year,Year
actorfilms_160.csv,Year,Year
actorfilms_182.csv,Year,Year
actorfilms_190.csv,Year,Year
actorfilms_191.csv,Year,Year
actorfilms_21.csv,Year,Year
actorfilms_223.csv,Year,Year
actorfilms_238.csv,Year,Year
actorfilms_254.csv,Year,Year
actorfilms_291.csv,Year,Year
actorfilms_296.csv,Year,Year
actorfilms_301.csv,Year,Year
actorfilms_306.csv,Year,Year
actorfilms_308.csv,Year,Year
actorfilms_383.csv,Year,Year
actorfilms_71.csv,Year,Year
actorfilms_89.csv,Year,Year
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ???????? (????????),-
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ?????????,-
AdministrativeArea_karpaty.life_September2020.csv,containsplace.??????? - ???? ?? ????? ????????? ????????????? ??????? ??????????? ????. ??????? ?????????? ???? ??????? ??????????,-
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ???????,-
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.???? ????? ???????? ??? ?????????? ??????? ?? ???? ??????????, ??????? ????? ???????????? ?????????? ??????????? ?????????.",-
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.????, ??? ?????? ?????? ????????? ????? ? ????????, ????? ????????? ? ??????? ????, ???? ??? ????????? ?????????? ??? ????",-
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.?????? - ????????? ????????? ? ????????????? ??????? ?????????: ?????????? ????, ??????????? ????????, ????????????? ????.",-
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ?????,-
AdministrativeArea_karpaty.life_September2020.csv,containsplace.??? ?????????,-
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.?????? ??????, ? ??????? ????? ?????????????? ? ??????? ???????? - ?????????? ???? ??????????. ?????? ????? ????????? ????????? ??????.",-
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ???????,-
AdministrativeArea_karpaty.life_September2020.csv,containsplace.???????? - ???????-??????????????? ????? ? ???????????? ?????????. ?????? ????? ??????????? ??????????? ?????????? ????????,-
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.??? ?????????? ???? ???????? ? ???????? ????????? ?????? ? ????????? ?????????, ??????? ???????? ?????? ???? ????? ???????? ?????????.",-
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.?????? ? ????? ??????? ?????????? ??????????? ?????? ????????? ????????? ??????. ????? ????? ????????, ????? ????? ??????????? ????????, ???? ????? ?????.",-
AdministrativeArea_inyourarea.co.uk_September2020.csv,name,AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,name,AdministrativeArea
AdministrativeArea_postcode-database-nederland.nl_September2020.csv,name,AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,name,AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,name,AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,name,AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,address.addresscountry,Country
AdministrativeArea_karpaty.life_September2020.csv,description,Description
AdministrativeArea_mapcarta.com_September2020_21.csv,description,Description
AdministrativeArea_mapcarta.com_September2020_25.csv,description,Description
AdministrativeArea_mapcarta.com_September2020_5.csv,description,Description
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/yaremchanska-mr/yablunytsya.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/kosivskyi-rayon/kosiv.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/kosivskyi-rayon/jabluniv.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/kosivskyi-rayon/kosmach.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/verkhovynskyi-rayon/volova.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/verkhovynskyi-rayon/dzembronya.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/bogorodchanskyi-rayon/solotvyn.html,Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/bogorodchanskyi-rayon/bohorodchany.html,Guide
AdministrativeArea_cofactor.io_September2020.csv,row_id,ID
AdministrativeArea_inyourarea.co.uk_September2020.csv,row_id,ID
AdministrativeArea_karpaty.life_September2020.csv,row_id,ID
AdministrativeArea_mapcarta.com_September2020_21.csv,row_id,ID
AdministrativeArea_mapcarta.com_September2020_25.csv,row_id,ID
AdministrativeArea_mapcarta.com_September2020_5.csv,row_id,ID
AdministrativeArea_postcode-database-nederland.nl_September2020.csv,row_id,ID
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,row_id,ID
AdministrativeArea_santafetowservice.com_September2020.csv,row_id,ID
AdministrativeArea_speedstowingauction.com_September2020.csv,row_id,ID
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,address.addresslocality,Locality
AdministrativeArea_santafetowservice.com_September2020.csv,address.addresslocality,Locality
AdministrativeArea_speedstowingauction.com_September2020.csv,address.addresslocality,Locality
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,address.postalcode,PostalCode
AdministrativeArea_santafetowservice.com_September2020.csv,address.postalcode,PostalCode
AdministrativeArea_speedstowingauction.com_September2020.csv,address.postalcode,PostalCode
AdministrativeArea_karpaty.life_September2020.csv,address.addressregion,Region
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,address.addressregion,Region
AdministrativeArea_santafetowservice.com_September2020.csv,address.addressregion,Region
AdministrativeArea_speedstowingauction.com_September2020.csv,address.addressregion,Region
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,address.streetaddress,StreetAddress
AdministrativeArea_santafetowservice.com_September2020.csv,address.streetaddress,StreetAddress
AdministrativeArea_speedstowingauction.com_September2020.csv,address.streetaddress,StreetAddress
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,telephone,Telephone
AdministrativeArea_santafetowservice.com_September2020.csv,telephone,Telephone
AdministrativeArea_speedstowingauction.com_September2020.csv,telephone,Telephone
AdministrativeArea_cofactor.io_September2020.csv,mainentityofpage,Website
AdministrativeArea_cofactor.io_September2020.csv,page_url,Website
AdministrativeArea_inyourarea.co.uk_September2020.csv,page_url,Website
AdministrativeArea_karpaty.life_September2020.csv,url,Website
AdministrativeArea_karpaty.life_September2020.csv,image,Website
AdministrativeArea_karpaty.life_September2020.csv,page_url,Website
AdministrativeArea_mapcarta.com_September2020_21.csv,image,Website
AdministrativeArea_mapcarta.com_September2020_21.csv,page_url,Website
AdministrativeArea_mapcarta.com_September2020_25.csv,image,Website
AdministrativeArea_mapcarta.com_September2020_25.csv,page_url,Website
AdministrativeArea_mapcarta.com_September2020_5.csv,image,Website
AdministrativeArea_mapcarta.com_September2020_5.csv,page_url,Website
AdministrativeArea_postcode-database-nederland.nl_September2020.csv,url,Website
AdministrativeArea_postcode-database-nederland.nl_September2020.csv,page_url,Website
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,page_url,Website
AdministrativeArea_santafetowservice.com_September2020.csv,page_url,Website
AdministrativeArea_speedstowingauction.com_September2020.csv,page_url,Website
hotel_melbourne_and_metropolitan_hotels_pubs_and_publicans_132.csv,Abstract,Abstract
Air_Traffic_Passenger_Statistics_129.csv,Activity Period,Activity Period
air-traffic-passenger-statistics-1_4.csv,Activity Period,Activity Period
Air_Traffic_Passenger_Statistics_129.csv,Activity Type Code,Activity Type Code
air-traffic-passenger-statistics-1_4.csv,Activity Type Code,Activity Type Code
CollegeOrUniversity_stupidsid.com_September2020.csv,address,Address
Hospital_General_Information (2)_127.csv,Address,Address
Hospital_General_Information (2)_129.csv,Address,Address
Hospital_General_Information_129.csv,Address,Address
Hospital_General_Information_130.csv,Address,Address
Hospital_General_Information_136.csv,Address,Address
hospital_locations_125.csv,ADDRESS,Address
hospital_locations_135.csv,ADDRESS,Address
hospital_locations_147.csv,ADDRESS,Address
hospital_locations_150.csv,ADDRESS,Address
hospital_locations_151.csv,ADDRESS,Address
Hotel_ebookers.fr_September2020_7.csv,address,Address
Hotel_ebookers.fr_September2020_7.csv,geo.address,Address
Hotel_expedia.ca_September2020_1.csv,address,Address
Hotel_expedia.co.jp_September2020_3.csv,address.name,Address
Hotel_expedia.co.jp_September2020_5.csv,address.name,Address
csv-1.csv,Address,Address
Pharmacies_129_125_129.csv,ADDRESS,Address
Pharmacies_129_125_129.csv,ADDRESS2,Address
Pharmacies_129_126.csv,ADDRESS,Address
Pharmacies_129_126.csv,ADDRESS2,Address
Pharmacies_131_125.csv,ADDRESS,Address
Pharmacies_131_125.csv,ADDRESS2,Address
Pharmacies_132_126.csv,ADDRESS,Address
Pharmacies_132_126.csv,ADDRESS2,Address
Pharmacies_139_125_125_127.csv,ADDRESS,Address
Pharmacies_139_125_125_127.csv,ADDRESS2,Address
Pharmacies_150_125_125.csv,ADDRESS,Address
Pharmacies_150_125_125.csv,ADDRESS2,Address
Pharmacies_203.csv,ADDRESS,Address
Pharmacies_203.csv,ADDRESS2,Address
pharmacies-1.csv,ADDRESS,Address
hotosm_usa_newyork_health_facilities_points.csv,addrfull,Address
Datafiniti_Fast_Food_Restaurants_125.csv,address,Address
Datafiniti_Fast_Food_Restaurants_Jun19_125.csv,address,Address
Tokyo_Restaurant_Reviews_Tabelog_159.csv,address,Address
zomato_dataset_130.csv,address,Address
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,Address,Address
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,Address,Address
GovernmentOrganization_ritualshik.ru_September2020_4_125.csv,address,AddressLocality
GovernmentOrganization_allbiz.at_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_geste.it_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_gotopoland.eu_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_guanghong.co.th_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_ivfuture.uk_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_viralgrowth.eu_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_visitgreaterpalmsprings.com_September2020.csv,address.addresslocality,AddressLocality
GovernmentOrganization_visitphoenix.com_September2020.csv,address.addresslocality,AddressLocality
Air_Traffic_Passenger_Statistics_129.csv,Adjusted Activity Type Code,Adjusted Activity Type Code
Air_Traffic_Passenger_Statistics_129.csv,Adjusted Passenger Count,Adjusted Passenger Count
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,Administrator,Administrator
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,Administrator,Administrator
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,Administrator_Title,Administrator_Title
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,Administrator_Title,Administrator_Title
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,After_School_Hours,After_School_Hours
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,After_School_Hours,After_School_Hours
Airline Dataset Updated - v2_126.csv,Age,Age
Airline Dataset Updated - v2_131.csv,Age,Age
Airline Dataset Updated - v2_134.csv,Age,Age
Airline Dataset Updated - v2_137.csv,Age,Age
Airline Dataset Updated - v2_14.csv,Age,Age
Airline Dataset Updated - v2_146.csv,Age,Age
Airline Dataset Updated - v2_151.csv,Age,Age
Airline Dataset Updated - v2_16.csv,Age,Age
Airline Dataset Updated - v2_18.csv,Age,Age
Airline Dataset Updated - v2_184.csv,Age,Age
Airline Dataset Updated - v2_9.csv,Age,Age
Airline Dataset Updated_151.csv,Age,Age
Airline Dataset Updated_152.csv,Age,Age
Airline Dataset Updated_168.csv,Age,Age
Airline Dataset Updated_20.csv,Age,Age
Airline Dataset Updated_205.csv,Age,Age
Airline Dataset Updated_206.csv,Age,Age
Airline Dataset Updated_219.csv,Age,Age
Airline Dataset Updated_222.csv,Age,Age
Airline Dataset Updated_34.csv,Age,Age
Airline Dataset Updated_36.csv,Age,Age
Airline Dataset Updated_49.csv,Age,Age
Airline Dataset_145.csv,Age,Age
Airline Dataset_169.csv,Age,Age
Airline Dataset_179.csv,Age,Age
Airline Dataset_208.csv,Age,Age
Airline Dataset_22.csv,Age,Age
Airline Dataset_240.csv,Age,Age
Airline Dataset_27.csv,Age,Age
Airline Dataset_45.csv,Age,Age
Airline Dataset_47.csv,Age,Age
male_teams (2)_130.csv,starting_xi_average_age,Age
male_teams (2)_130.csv,whole_team_average_age,Age
male_teams (2)_142.csv,starting_xi_average_age,Age
male_teams (2)_142.csv,whole_team_average_age,Age
male_teams (2)_156.csv,starting_xi_average_age,Age
male_teams (2)_156.csv,whole_team_average_age,Age
male_teams (2)_161.csv,starting_xi_average_age,Age
male_teams (2)_161.csv,whole_team_average_age,Age
male_teams (2)_167.csv,starting_xi_average_age,Age
male_teams (2)_167.csv,whole_team_average_age,Age
male_teams (2)_183.csv,starting_xi_average_age,Age
male_teams (2)_183.csv,whole_team_average_age,Age
male_teams (2)_185.csv,starting_xi_average_age,Age
male_teams (2)_185.csv,whole_team_average_age,Age
male_teams (2)_192.csv,starting_xi_average_age,Age
male_teams (2)_192.csv,whole_team_average_age,Age
male_teams (2)_195.csv,starting_xi_average_age,Age
male_teams (2)_195.csv,whole_team_average_age,Age
male_teams (2)_234.csv,starting_xi_average_age,Age
male_teams (2)_234.csv,whole_team_average_age,Age
male_teams (2)_235.csv,starting_xi_average_age,Age
male_teams (2)_235.csv,whole_team_average_age,Age
male_teams (2)_248.csv,starting_xi_average_age,Age
male_teams (2)_248.csv,whole_team_average_age,Age
SportsTeam_World Cup Team_male_teams_126.csv,starting_xi_average_age,Age
SportsTeam_World Cup Team_male_teams_126.csv,whole_team_average_age,Age
SportsTeam_World Cup Team_male_teams_129.csv,starting_xi_average_age,Age
SportsTeam_World Cup Team_male_teams_129.csv,whole_team_average_age,Age
DYCD_after-school_programs__Neighborhood_Development_Area__NDA__Family_Support_125_125_125_125_125_125.csv,AGENCY,AGENCY
DYCD_after-school_programs__Neighborhood_Development_Area__NDA__Family_Support_125_125_125_125_125_126.csv,AGENCY,AGENCY
DYCD_after-school_programs__Neighborhood_Development_Area__NDA__Family_Support_125_125_125_125_126.csv,AGENCY,AGENCY
male_teams (2)_130.csv,def_defence_aggression,Aggression
male_teams (2)_142.csv,def_defence_aggression,Aggression
male_teams (2)_156.csv,def_defence_aggression,Aggression
male_teams (2)_161.csv,def_defence_aggression,Aggression
male_teams (2)_167.csv,def_defence_aggression,Aggression
male_teams (2)_183.csv,def_defence_aggression,Aggression
male_teams (2)_185.csv,def_defence_aggression,Aggression
male_teams (2)_192.csv,def_defence_aggression,Aggression
male_teams (2)_195.csv,def_defence_aggression,Aggression
male_teams (2)_234.csv,def_defence_aggression,Aggression
male_teams (2)_235.csv,def_defence_aggression,Aggression
male_teams (2)_248.csv,def_defence_aggression,Aggression
SportsTeam_World Cup Team_male_teams_126.csv,def_defence_aggression,Aggression
SportsTeam_World Cup Team_male_teams_129.csv,def_defence_aggression,Aggression
Air_Traffic_Passenger_Statistics_129.csv,Operating Airline,Airline
Air_Traffic_Passenger_Statistics_129.csv,Published Airline,Airline
air-traffic-passenger-statistics-1_4.csv,Operating Airline,Airline
air-traffic-passenger-statistics-1_4.csv,Published Airline,Airline
Airline Dataset Updated - v2_126.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_131.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_134.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_137.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_14.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_146.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_151.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_16.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_18.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_184.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_9.csv,Arrival Airport,Airport code
Airline Dataset Updated_151.csv,Arrival Airport,Airport code
Airline Dataset Updated_152.csv,Arrival Airport,Airport code
Airline Dataset Updated_168.csv,Arrival Airport,Airport code
Airline Dataset Updated_20.csv,Arrival Airport,Airport code
Airline Dataset Updated_205.csv,Arrival Airport,Airport code
Airline Dataset Updated_206.csv,Arrival Airport,Airport code
Airline Dataset Updated_219.csv,Arrival Airport,Airport code
Airline Dataset Updated_222.csv,Arrival Airport,Airport code
Airline Dataset Updated_34.csv,Arrival Airport,Airport code
Airline Dataset Updated_36.csv,Arrival Airport,Airport code
Airline Dataset Updated_49.csv,Arrival Airport,Airport code
Airline Dataset_145.csv,Arrival Airport,Airport code
Airline Dataset_169.csv,Arrival Airport,Airport code
Airline Dataset_179.csv,Arrival Airport,Airport code
Airline Dataset_208.csv,Arrival Airport,Airport code
Airline Dataset_22.csv,Arrival Airport,Airport code
Airline Dataset_240.csv,Arrival Airport,Airport code
Airline Dataset_27.csv,Arrival Airport,Airport code
Airline Dataset_45.csv,Arrival Airport,Airport code
Airline Dataset_47.csv,Arrival Airport,Airport code
Airline Dataset Updated - v2_126.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_131.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_134.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_137.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_14.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_146.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_151.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_16.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_18.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_184.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_9.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_151.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_152.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_168.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_20.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_205.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_206.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_219.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_222.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_34.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_36.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated_49.csv,Airport Continent,Airport Continent Code
Airline Dataset_145.csv,Airport Continent,Airport Continent Code
Airline Dataset_169.csv,Airport Continent,Airport Continent Code
Airline Dataset_179.csv,Airport Continent,Airport Continent Code
Airline Dataset_208.csv,Airport Continent,Airport Continent Code
Airline Dataset_22.csv,Airport Continent,Airport Continent Code
Airline Dataset_240.csv,Airport Continent,Airport Continent Code
Airline Dataset_27.csv,Airport Continent,Airport Continent Code
Airline Dataset_45.csv,Airport Continent,Airport Continent Code
Airline Dataset_47.csv,Airport Continent,Airport Continent Code
Airline Dataset Updated - v2_126.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_131.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_134.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_137.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_14.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_146.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_151.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_16.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_18.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_184.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_9.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_151.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_152.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_168.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_20.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_205.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_206.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_219.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_222.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_34.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_36.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated_49.csv,Airport Country Code,Airport Country Code
Airline Dataset_145.csv,Airport Country Code,Airport Country Code
Airline Dataset_169.csv,Airport Country Code,Airport Country Code
Airline Dataset_179.csv,Airport Country Code,Airport Country Code
Airline Dataset_208.csv,Airport Country Code,Airport Country Code
Airline Dataset_22.csv,Airport Country Code,Airport Country Code
Airline Dataset_240.csv,Airport Country Code,Airport Country Code
Airline Dataset_27.csv,Airport Country Code,Airport Country Code
Airline Dataset_45.csv,Airport Country Code,Airport Country Code
Airline Dataset_47.csv,Airport Country Code,Airport Country Code
Airline Dataset Updated - v2_126.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_131.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_134.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_137.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_14.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_146.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_151.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_16.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_18.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_184.csv,Airport Name,Airport Name
Airline Dataset Updated - v2_9.csv,Airport Name,Airport Name
Airline Dataset Updated_151.csv,Airport Name,Airport Name
Airline Dataset Updated_152.csv,Airport Name,Airport Name
Airline Dataset Updated_168.csv,Airport Name,Airport Name
Airline Dataset Updated_20.csv,Airport Name,Airport Name
Airline Dataset Updated_205.csv,Airport Name,Airport Name
Airline Dataset Updated_206.csv,Airport Name,Airport Name
Airline Dataset Updated_219.csv,Airport Name,Airport Name
Airline Dataset Updated_222.csv,Airport Name,Airport Name
Airline Dataset Updated_34.csv,Airport Name,Airport Name
Airline Dataset Updated_36.csv,Airport Name,Airport Name
Airline Dataset Updated_49.csv,Airport Name,Airport Name
Airline Dataset_145.csv,Airport Name,Airport Name
Airline Dataset_169.csv,Airport Name,Airport Name
Airline Dataset_179.csv,Airport Name,Airport Name
Airline Dataset_208.csv,Airport Name,Airport Name
Airline Dataset_22.csv,Airport Name,Airport Name
Airline Dataset_240.csv,Airport Name,Airport Name
Airline Dataset_27.csv,Airport Name,Airport Name
Airline Dataset_45.csv,Airport Name,Airport Name
Airline Dataset_47.csv,Airport Name,Airport Name
hotosm_usa_newyork_health_facilities_points.csv,amenity,amenity
open-data-portal-report_10-1-21-12-31-21_127.csv,Application Type,Application Type
open-data-portal-report_1-1-22-6-30-22_125.csv,Application Type,Application Type
open-data-portal-report_1-1-22-6-30-22_127.csv,Application Type,Application Type
open-data-portal-report-1.1.20-6.30.20_125.csv,Application Type,Application Type
open-data-portal-report-1.1.20-6.30.20_126.csv,Application Type,Application Type
open-data-portal-report-1.1.20-6.30.20_127.csv,Application Type,Application Type
open-data-portal-report-1.1.20-6.30.20_128.csv,Application Type,Application Type
open-data-portal-report-1-1-21-6-30-21_127_126.csv,Application Type,Application Type
open-data-portal-report-7-1-20-12-31-20_126.csv,Application Type,Application Type
open-data-portal-report-7-1-20-12-31-20_129.csv,Application Type,Application Type
zomato_dataset_130.csv,area,area
project_Ontario Research Funded Project_126_125_125_126.csv,Area Primary,Area Primary
project_Ontario Research Funded Project_126_125_125_126.csv,Area Secondary,Area Secondary
CollegeOrUniversity_liveherehousing.com_September2020.csv,areaserved,areaserved
male_teams (2)_130.csv,attack,attack
male_teams (2)_142.csv,attack,attack
male_teams (2)_156.csv,attack,attack
male_teams (2)_161.csv,attack,attack
male_teams (2)_167.csv,attack,attack
male_teams (2)_183.csv,attack,attack
male_teams (2)_185.csv,attack,attack
male_teams (2)_192.csv,attack,attack
male_teams (2)_195.csv,attack,attack
male_teams (2)_234.csv,attack,attack
male_teams (2)_235.csv,attack,attack
male_teams (2)_248.csv,attack,attack
SportsTeam_World Cup Team_male_teams_126.csv,attack,attack
SportsTeam_World Cup Team_male_teams_129.csv,attack,attack
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,Attendance_Boundaries,Attendance_Boundaries
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,Attendance_Boundaries,Attendance_Boundaries
School Facility Details_125.csv,AvailableBooksCount,AvailableBooksCount
